1e-05;constant;0.846761830136613
1e-05;invscaling;0.846761830136613
1e-05;adaptive;0.846761830136613
0.0001;constant;0.8886928082308452
0.0001;invscaling;0.8886928082308452
0.0001;adaptive;0.8886928082308452
0.001;constant;0.9297993390794808
0.001;invscaling;0.9297993390794808
0.001;adaptive;0.9297993390794808
0.01;constant;0.760494668347358
0.01;invscaling;0.760494668347358
0.01;adaptive;0.760494668347358
0.1;constant;0.760494668347358
0.1;invscaling;0.760494668347358
0.1;adaptive;0.760494668347358
1.0;constant;0.760494668347358
1.0;invscaling;0.760494668347358
1.0;adaptive;0.760494668347358
